collection,section,part,item,item_type,instruction,question,option_a,option_b,option_c,option_d,option_e,correct_answer,level,topic,source_page
cosmopolite-a1-methode,listening,,2b,short-answer,Par deux. Réécoutez (doc. 2). Vérifiez vos réponses avec la transcription (livret p. 3).,Réécoutez (doc. 2). Vérifiez vos réponses avec la transcription (livret p. 3).,,,,,,,A1,personal-info,027
cosmopolite-a1-methode,grammar,FOCUS LANGUE,parler,fill-in,Complétez avec le verbe parler.,Complétez avec le verbe parler. Je … français. Tu … anglais. Il parle russe. Elle … japonais. Nous parlons français. Vous … français. Ils … anglais. Elles parlent français.,,,,,,parle ; parles ; parle ; parlez ; parlent,A1,personal-info,027
cosmopolite-a1-methode,grammar,FOCUS LANGUE,sappeler,fill-in,"Complétez avec s'appellent, m'appelle, t'appelles, vous appelez, s'appelle.","Complétez avec s'appellent, m'appelle, t'appelles, vous appelez, s'appelle. 1. Je … Gemma. 2. Tu … comment ? 3. Il … Martin. 4. Elle … Thu Anh. 5. Nous nous appelons Xavier et Saïdou. 6. Vous … comment ? 7. Ils … Gemma et Charles. 8. Elles … Gemma et Véronique.",,,,,,1. m'appelle ; 2. t'appelles ; 3. s'appelle ; 4. s'appelle ; 6. vous appelez ; 7. s'appellent ; 8. s'appellent,A1,personal-info,027
cosmopolite-a1-methode,listening,Sons du français,3,short-answer,Par deux. Écoutez les verbes parler et écouter. Répétez. Que remarquez-vous ?,Par deux. Écoutez les verbes parler et écouter. Répétez. Que remarquez-vous ?,,,,,,,A1,personal-info,028
cosmopolite-a1-methode,speaking,,4,speaking-task,En petits groupes.,"En petits groupes. Cherchez des personnes célèbres qui parlent français. Présentez les personnes aux autres groupes (prénom, nom, nationalité, profession, langues parlées). Illustrez votre présentation avec une photo.",,,,,,(open-ended),A1,personal-info,028
cosmopolite-a1-methode,reading,,5,multiple-choice,Observez le document 3. Choisissez la réponse correcte.,Observez le document 3. Choisissez la réponse correcte. C'est :,un mél.,un blog.,un tweet.,,,un blog.,A1,personal-info,028
cosmopolite-a1-methode,reading,,6a,multiple-choice,Lisez le document 3. Choisissez la réponse correcte.,Lisez le document 3. Choisissez la réponse correcte. Michelle est :,professeure à l'université.,étudiante à l'université.,étudiante à l'Alliance française.,,,étudiante à l'Alliance française.,A1,personal-info,028
cosmopolite-a1-methode,reading,,6b,multiple-choice,Lisez le document 3. Choisissez la réponse correcte.,Mingze étudie :,en Chine.,en France.,en Équateur.,,,en Équateur.,A1,personal-info,028
cosmopolite-a1-methode,writing,,7,fill-in,Par deux. Complétez le formulaire d'inscription de Mingze à l'université.,Par deux. Complétez le formulaire d'inscription de Mingze à l'université. Nom / Prénom / Langues parlées / Nationalité(s) / Profession.,,,,,,"Nom : NI ; Prénom : Mingze ; Langues parlées : chinois, espagnol, anglais ; Nationalité(s) : chinoise et équatorienne ; Profession : étudiant",A1,personal-info,028
cosmopolite-a1-methode,writing,À NOUS !,8,writing-task,Nous présentons notre groupe. En petits groupes.,"Nous présentons notre groupe. En petits groupes. Prenez une photo de votre groupe. Écrivez une légende pour présenter vos camarades (prénoms, professions, nationalités, langues parlées…). Affichez votre production dans la classe.",,,,,,(open-ended),A1,personal-info,028
cosmopolite-a1-methode,grammar,FOCUS LANGUE,cest-a,matching,Relisez le portrait de Mingze (doc. 3). Associez Il est / Elle est / C'est à un groupe de mots.,"Relisez le portrait de Mingze (doc. 3). Associez Il est / Elle est / C'est à un groupe de mots. Groupe 1 : acteur, coréen, chinois, réalisateur, russe, chanteur, équatorien, humoriste. Groupe 2 : Mingze, Vladimir, Xavier Dolan, mon ami, Gemma, Thu Anh, une secrétaire, une actrice. Groupe 3 : secrétaire, étudiante, réalisatrice, actrice, japonaise, chinoise, humoriste, roumaine.",,,,,,"Il est/Elle est + groupe 1 et groupe 3 (profession/nationalité sans article) ; C'est + groupe 2 (nom, prénom, ou déterminant + nom)",A1,personal-info,028
cosmopolite-a1-methode,grammar,FOCUS LANGUE,cest-b,fill-in,Complétez la règle avec C'est ou Il est / Elle est.,Complétez la règle avec C'est ou Il est / Elle est. Pour présenter / identifier : – … + nom ou prénom (exemple : Vladimir) ; – … + profession (exemple : humoriste) ; – … + déterminant + un nom (exemple : mon ami) ; – … + nationalité (exemple : chinois(e)).,,,,,,C'est + nom/prénom ; Il est/Elle est + profession ; C'est + déterminant + nom ; Il est/Elle est + nationalité,A1,personal-info,028
cosmopolite-a1-methode,listening,,1a,short-answer,Écoutez le dialogue (doc. 1).,Écoutez le dialogue (doc. 1). Répondez. Qui parle ? À qui ? Où ? Pourquoi ?,,,,,,,A1,personal-info,029
cosmopolite-a1-methode,listening,,1b,fill-in,Écoutez le dialogue (doc. 1).,Complétez la fiche d'inscription. Nom / Prénom / Numéro de téléphone / Nationalité(s) / Âge / Langues.,,,,,,,A1,personal-info,029
cosmopolite-a1-methode,listening,,1c,short-answer,Écoutez le dialogue (doc. 1).,Vérifiez vos réponses avec la transcription (livret p. 3).,,,,,,,A1,personal-info,029
cosmopolite-a1-methode,listening,,2,matching,Par deux. Réécoutez (doc. 1). Retrouvez les questions de l'employé.,Par deux. Réécoutez (doc. 1). Retrouvez les questions de l'employé. a. Quel est votre numéro de téléphone ? b. Quelles langues vous parlez ? c. Quelle est votre adresse ? d. Quelle est votre nationalité ? e. Quelles sont vos coordonnées ? f. Quel est votre nom ? g. Quel âge vous avez ? h. Quels sont vos numéros de téléphone ?,,,,,,,A1,personal-info,029
cosmopolite-a1-methode,listening,Sons du français,3a,speaking-task,"En groupe. Écoutez. Vous entendez le son [z], levez-vous.","Le son [z] et la liaison verbale avec nous, vous, ils, elles. En groupe. Écoutez. Vous entendez le son [z], levez-vous. Exemple : Vous avez quel âge ? → Vous entendez [z], levez-vous.",,,,,,(open-ended),A1,personal-info,029
cosmopolite-a1-methode,listening,Sons du français,3b,speaking-task,Écoutez et répétez.,Écoutez et répétez.,,,,,,(open-ended),A1,personal-info,029
cosmopolite-a1-methode,speaking,,4,speaking-task,Par deux.,"Par deux. Posez des questions à votre voisin(e) (nom, prénom, âge, nationalité, profession, téléphone, mél). Écrivez les réponses. Présentez votre voisin(e) à la classe.",,,,,,(open-ended),A1,personal-info,029
cosmopolite-a1-methode,grammar,FOCUS LANGUE,avoir-a,fill-in,Complétez.,Le verbe avoir pour dire l'âge. Complétez. J'… 18 ans. Tu as quel âge ? Il/Elle a 18 ans. Nous avons 22 et 23 ans. Vous … quel âge ? Ils/Elles ont 18 ans.,,,,,,J'ai 18 ans. Vous avez quel âge ?,A1,personal-info,029
cosmopolite-a1-methode,listening,FOCUS LANGUE,avoir-b,speaking-task,Écoutez et répétez.,"Écoutez et répétez. nous avons [nuzavõ], vous avez [vuzave], ils ont / elles ont [ilzɔ̃ / ɛlzɔ̃].",,,,,,(open-ended),A1,personal-info,029
cosmopolite-a1-methode,grammar,FOCUS LANGUE,etre-avoir-c,fill-in,Complétez.,Les verbes être et avoir pour donner des informations personnelles. Complétez. Je m'appelle Camille Alimanesco. Je … française. Je … roumaine. J'… dix-huit ans.,,,,,,Je suis française. Je suis roumaine. J'ai dix-huit ans.,A1,personal-info,029
cosmopolite-a1-methode,grammar,FOCUS LANGUE,quel,fill-in,"Observez les questions de l'activité 2. Complétez avec quel, quels, quelle, quelles.","L'adjectif interrogatif quel(s) / quelle(s) pour questionner sur l'identité. Complétez avec quel, quels, quelle, quelles. Masculin singulier : … est votre nom ? Féminin singulier : … est votre nationalité ? Masculin pluriel : … sont vos numéros de téléphone ? Féminin pluriel : … sont vos coordonnées ?",,,,,,Quel est votre nom ? Quelle est votre nationalité ? Quels sont vos numéros de téléphone ? Quelles sont vos coordonnées ?,A1,personal-info,029
cosmopolite-a1-methode,reading,,5,multiple-choice,Observez le document 2. Choisissez la réponse correcte.,Observez le document 2. Choisissez la réponse correcte. C'est :,une conversation instantanée (chat).,un courrier électronique (mél).,un commentaire sur un blog.,,,une conversation instantanée (chat).,A1,school,030
cosmopolite-a1-methode,reading,,6a,short-answer,Lisez le document 2.,Lisez le document 2. Qui écrit ? À qui ?,,,,,,Sissi et Lucas s'écrivent (échange entre les deux amis),A1,school,030
cosmopolite-a1-methode,reading,,6b-1,true-false,Lisez le document 2. Vrai ou faux ? Pourquoi ?,Lucas et Sissi sont amis.,,,,,,Vrai,A1,school,030
cosmopolite-a1-methode,reading,,6b-2,true-false,Lisez le document 2. Vrai ou faux ? Pourquoi ?,Sissi étudie le français à Lyon.,,,,,,Vrai,A1,school,030
cosmopolite-a1-methode,reading,,6b-3,true-false,Lisez le document 2. Vrai ou faux ? Pourquoi ?,Il y a treize étudiants dans sa classe.,,,,,,Faux (douze étudiants : trois garçons et neuf filles),A1,school,030
cosmopolite-a1-methode,reading,,6b-4,true-false,Lisez le document 2. Vrai ou faux ? Pourquoi ?,Lucas et Sten sont amis.,,,,,,Vrai (« C'est un ami ! »),A1,school,030
cosmopolite-a1-methode,reading,,6b-5,true-false,Lisez le document 2. Vrai ou faux ? Pourquoi ?,Sten a trente ans.,,,,,,Faux (il a environ 40 ans),A1,school,030
cosmopolite-a1-methode,reading,,6b-6,true-false,Lisez le document 2. Vrai ou faux ? Pourquoi ?,Sissi envoie la photo de son professeur à Lucas.,,,,,,"Vrai (« Attends, j'ai sa photo ! Regarde… »)",A1,school,030
cosmopolite-a1-methode,listening,,7a-1,short-answer,Franz parle de sa classe. Écoutez Franz (doc. 3). Répondez.,Franz parle de sa classe. Écoutez Franz (doc. 3). Répondez. Comment est son professeur ?,,,,,,,A1,school,030
cosmopolite-a1-methode,listening,,7a-2,short-answer,Franz parle de sa classe. Écoutez Franz (doc. 3). Répondez.,Quelles sont les nationalités des élèves ?,,,,,,,A1,school,030
cosmopolite-a1-methode,listening,,7a-3,short-answer,Franz parle de sa classe. Écoutez Franz (doc. 3). Répondez.,Pourquoi il y a des projets dans sa classe ?,,,,,,,A1,school,030
cosmopolite-a1-methode,listening,,7a-4,short-answer,Franz parle de sa classe. Écoutez Franz (doc. 3). Répondez.,Pourquoi il y a des téléphones et des tablettes ?,,,,,,,A1,school,030
cosmopolite-a1-methode,grammar,,7c,multiple-choice,Choisissez la réponse correcte.,Choisissez la réponse correcte. « Il y a » exprime :,la présence d'une chose ou d'une personne.,l'absence d'une chose ou d'une personne.,,,,la présence d'une chose ou d'une personne.,A1,school,030
cosmopolite-a1-methode,writing,À NOUS !,8,writing-task,Nous présentons notre classe de français.,Nous présentons notre classe de français. En petits groupes. Écrivez un tweet de présentation de votre classe. La classe vote pour le meilleur tweet.,,,,,,(open-ended),A1,school,030
cosmopolite-a1-methode,grammar,FOCUS LANGUE,possessifs,fill-in,Relisez la conversation (doc. 2). Complétez.,"Les adjectifs possessifs (1) pour parler de sa classe de français. Relisez la conversation (doc. 2). Complétez le tableau des possessifs pour je, tu, il/elle, nous, vous, ils/elles (professeur, ami, camarade).",,,,,,,A1,school,030
cosmopolite-a1-methode,reading,Activite 1,1,matching,Lisez le document. Associez chaque phrase à une personne.,Lisez le document. Associez chaque phrase a une personne.,,,,,,,A1,mixed,031
cosmopolite-a1-methode,reading,Activite 2,2,matching,Par deux. Lisez et associez.,Par deux. Lisez et associez. Je parle francais : a. pour lire... b. parce que le francais est une langue facile... c. parce que le francais est une langue... d. parce que le francais... e. parce que le francais est la langue officielle... (1. des jeux Olympiques 2. latine 3. Asterix et Obelix 4. c'est chic ! 5. a apprendre.),,,,,,,A1,school,032
cosmopolite-a1-methode,speaking,Activite 3,3,speaking-task,En petits groupes. Dites pourquoi vous étudiez le français.,En petits groupes. Dites pourquoi vous etudiez le francais.,,,,,,(open-ended),A1,school,032
cosmopolite-a1-methode,writing,Activite 6,6,writing-task,Nous présentons des objectifs d'apprentissage. En petits groupes.,"Nous presentons des objectifs d'apprentissage. En petits groupes : choisissez une langue du monde (sauf le francais), listez six raisons de parler cette langue, preparez une affiche avec les six raisons et six illustrations.",,,,,,(open-ended),A1,school,032
cosmopolite-a1-methode,listening,Activite 4a,a,short-answer,Écoutez. Dites si la voix monte ou descend à la fin de la question.,Ecoutez. Dites si la voix monte ou descend a la fin de la question.,,,,,,,A1,school,032
cosmopolite-a1-methode,listening,Activite 2b,b,short-answer,Écoutez. Identifiez l'objectif d'apprentissage.,Ecoutez. Identifiez l'objectif d'apprentissage.,,,,,,,A1,school,032
cosmopolite-a1-methode,grammar,Activite 5b,b,matching,Par deux. Associez.,"Par deux. Associez. 1. / -> a. . (point) ; 2. // -> b. , (virgule)",,,,,,1-b (virgule); 2-a (point),A1,school,032
cosmopolite-a1-methode,writing,Activite 5c,c,writing-task,Écrivez le texte avec la ponctuation.,Ecrivez le texte avec la ponctuation.,,,,,,(open-ended),A1,school,032
cosmopolite-a1-methode,reading,Activite 1,a1,short-answer,Lisez la discussion sur le forum. Répondez.,Il y a des prenoms francais a l'etranger ?,,,,,,Oui,A1,personal-info,033
cosmopolite-a1-methode,reading,Activite 1,a2,short-answer,Lisez la discussion sur le forum. Répondez.,Pourquoi ?,,,,,,Parce que les etrangers aiment le cinema francais et les prenoms des acteurs ; certaines series anglophones utilisent aussi des prenoms francais.,A1,personal-info,033
cosmopolite-a1-methode,speaking,Activite 1b,b,speaking-task,Par groupes de trois ou quatre. Répondez.,Par groupes de trois ou quatre. Repondez. 1. Avez-vous des amis avec des prenoms francais ? 2. Les prenoms francais sont-ils populaires dans votre pays ? Pourquoi ? 3. Vous etes d'accord avec Nina ? Pourquoi ? 4. Vous etes d'accord avec Valeo ? Pourquoi ?,,,,,,(open-ended),A1,personal-info,033
cosmopolite-a1-methode,reading,Activite 3b,b,matching,Observez la couverture du magazine Courrier international.,"Associez les Francais de la liste aux dessins de la couverture. (Daft Punk, Michel Houellebecq, Gerard Depardieu, Marc Veyrat, Franck Ribery)",,,,,,,A1,mixed,034
cosmopolite-a1-methode,reading,Activite 2c,c,matching,Associez les questions aux réponses.,Associez les questions aux reponses. 1. Nombre de pays avec le francais comme langue officielle ? 2. Un pays francophone ? 3. Nombre de personnes (qui lisent et ecrivent le francais) ? 4. On parle francais sur combien de continents ? 5. Le francais est la langue des arts et... ? (a. Le Gabon. b. des affaires. c. 5. d. 29. e. 220 millions.),,,,,,1-d; 2-a; 3-e; 4-c; 5-b,A1,mixed,034
cosmopolite-a1-methode,reading,Activite 3c,c,short-answer,Observez la couverture du magazine Courrier international.,Classez les personnes. 1. Musique : ... 2. Cinema : ... 3. Gastronomie : ... 4. Politique : ... 5. Sport : ...,,,,,,,A1,mixed,034
cosmopolite-a1-methode,writing,Carnet culturel,carnet,writing-task,COMPLÉTEZ VOTRE CARNET CULTUREL,"Completez votre carnet culturel : prenoms francophones dans mon pays, personnes s'exprimant en francais, nombre de locuteurs, Francais celebres dans mon pays.",,,,,,(open-ended),A1,mixed,034
cosmopolite-a1-methode,reading,Activite 1,1,matching,Observez la carte mentale. Associez.,"Observez la carte mentale « Nous apprenons le francais pour... ». Associez les numeros 1 a 6 aux fonctions : a. informer sur un objectif d'apprentissage b. presenter et identifier une personne c. demander des informations d. saluer, se presenter et prendre conge e. questionner sur l'identite f. donner des informations personnelles.",,,,,,1-d; 2-b; 3-f; 4-c; 5-e; 6-a,A1,personal-info,035
cosmopolite-a1-methode,speaking,Activite 5,5,speaking-task,Par deux.,"Par deux. Choisissez sept questions. Posez les questions a votre camarade, ecrivez les reponses, prenez une photo, realisez sa diapositive.",,,,,,(open-ended),A1,personal-info,035
